n = 100

15.3520000000	15.5240000000	15.7010000000	
8.3990000000	8.4570000000	8.3710000000	
9.9680000000	9.9230000000	9.8340000000	
9.7930000000	10.8770000000	9.7210000000	
9.8250000000	9.4040000000	8.8390000000	
10.5810000000	10.2510000000	10.2120000000	
13.0410000000	13.9300000000	13.7100000000	

reproducible

245.4160000000	244.3800000000	242.0830000000	
243.1640000000	245.5080000000	243.5550000000	
132.9970000000	134.4730000000	132.2030000000	
241.9760000000	220.6350000000	298.3180000000	
159.5330000000	156.7110000000	158.0070000000	
144.6710000000	114.2260000000	116.7170000000	
85.2740000000	98.6470000000	112.5190000000	
103.1930000000	112.2320000000	86.0680000000	
92.9270000000	90.7100000000	80.3290000000	

maxabs(e) = 85

12.1190000000	12.1020000000	12.7540000000	
27.0140000000	27.0800000000	26.8580000000	
15.2330000000	15.3830000000	15.2200000000	
8.5830000000	8.4680000000	8.4570000000	
10.1570000000	9.9760000000	10.0710000000	
11.0000000000	10.6520000000	9.5940000000	
9.8000000000	9.1630000000	8.9220000000	
10.9130000000	11.0640000000	11.3300000000	
15.2300000000	13.2080000000	13.2330000000	

reproducible

248.5140000000	244.9740000000	241.8410000000	
243.9440000000	243.1740000000	242.9840000000	
132.9100000000	130.9580000000	131.4630000000	
235.6100000000	298.2470000000	219.2370000000	
158.8150000000	156.0140000000	158.8700000000	
103.3100000000	116.8870000000	119.6740000000	
110.3270000000	112.3710000000	100.2470000000	
73.9970000000	106.0290000000	95.6290000000	
93.1480000000	92.5980000000	91.6460000000	

maxabs(e) = 100

12.1230000000	12.1850000000	12.2810000000	
27.1470000000	27.1250000000	26.9580000000	
15.3400000000	15.2980000000	15.1560000000	
8.4740000000	8.4450000000	8.2460000000	
9.8870000000	9.8840000000	9.8890000000	
10.3210000000	9.1550000000	10.4030000000	
8.9370000000	9.3550000000	9.6610000000	
10.7330000000	10.5860000000	9.7910000000	
13.1780000000	13.9560000000	13.6860000000	

reproducible

246.6100000000	244.0030000000	241.8230000000	
244.3600000000	243.4350000000	244.9750000000	
131.8720000000	131.3440000000	131.6440000000	
227.9010000000	209.1480000000	295.6320000000	
156.7670000000	153.8460000000	157.6390000000	
136.5990000000	127.3630000000	115.1950000000	
108.0880000000	113.7370000000	95.4890000000	
103.7530000000	93.5460000000	88.2290000000	
89.6450000000	89.2930000000	88.4840000000	

