n = 100

0.0000000000	0.0000000000	0.0000000000	
0.0110000000	0.0100000000	0.0090000000	
0.2100000000	0.2650000000	0.1970000000	
0.5200000000	0.3790000000	0.3590000000	
1.6210000000	1.4910000000	1.0000000000	
11.5290000000	2.6600000000	0.5770000000	
1.1190000000	1.2580000000	1.1880000000	
2.5970000000	2.6280000000	2.9920000000	
5.6920000000	6.3530000000	6.2180000000	

reproducible

0.0050000000	0.0030000000	0.0020000000	
0.0050000000	0.0190000000	0.0040000000	
0.0660000000	0.0100000000	0.0250000000	
0.0880000000	0.0920000000	0.0710000000	
0.2400000000	0.2150000000	0.2220000000	
0.5550000000	0.5270000000	0.5360000000	
1.1360000000	1.1610000000	1.1730000000	
2.5080000000	2.6690000000	2.9730000000	
6.3970000000	6.2290000000	5.9080000000	

n = 1000

0.0010000000	0.0010000000	0.0010000000	
0.0050000000	0.0050000000	0.0050000000	
0.0370000000	0.0360000000	0.0400000000	
0.0870000000	0.0810000000	0.0740000000	
0.2520000000	0.2150000000	0.2190000000	
0.5190000000	7.7800000000	0.5870000000	
1.6080000000	1.2300000000	1.3570000000	
4.5050000000	3.5380000000	2.8590000000	
5.6430000000	5.2980000000	5.9900000000	

reproducible

0.0350000000	0.0330000000	0.0310000000	
0.0380000000	0.0520000000	0.0510000000	
0.0630000000	0.0710000000	0.0670000000	
0.1750000000	0.0830000000	0.0980000000	
0.2250000000	0.2780000000	0.2830000000	
0.5210000000	0.5310000000	0.5110000000	
1.6980000000	1.2230000000	1.4350000000	
3.0430000000	3.0630000000	3.4550000000	
5.6930000000	5.4930000000	5.8280000000	

n = 10000

0.0130000000	0.0120000000	0.0120000000	
0.0310000000	0.0310000000	0.0310000000	
0.0530000000	0.0480000000	0.0490000000	
0.0950000000	0.0880000000	0.0840000000	
0.2290000000	0.2810000000	0.2360000000	
0.8060000000	0.6380000000	0.7240000000	
1.1840000000	1.2410000000	1.3630000000	
2.6640000000	2.8380000000	2.6080000000	
6.4830000000	5.7030000000	6.1920000000	

reproducible

0.3430000000	0.3390000000	0.3410000000	
0.3500000000	0.3600000000	0.3470000000	
0.2840000000	0.1880000000	0.1740000000	
0.4810000000	0.5340000000	0.3400000000	
0.4420000000	0.4060000000	0.3820000000	
0.6450000000	0.6540000000	0.7010000000	
1.4230000000	1.4650000000	1.3300000000	
3.0530000000	3.3700000000	3.1190000000	
5.2800000000	5.7380000000	5.9210000000	

n = 100000

0.1250000000	0.1250000000	0.1250000000	
0.3010000000	0.3000000000	0.3210000000	
0.1980000000	0.1940000000	0.1950000000	
0.3500000000	0.2550000000	0.2060000000	
0.3170000000	0.4210000000	0.3480000000	
0.6380000000	0.6050000000	0.5920000000	
1.2820000000	1.3560000000	1.2750000000	
2.4970000000	2.4340000000	2.8620000000	
5.5020000000	5.8160000000	5.6490000000	

reproducible

3.0580000000	2.7380000000	2.6690000000	
2.5240000000	2.5610000000	2.5380000000	
1.3530000000	1.3410000000	1.3330000000	
2.7150000000	2.4670000000	3.2170000000	
1.8400000000	2.0360000000	1.9030000000	
2.0930000000	2.1620000000	2.4400000000	
3.0110000000	2.6080000000	3.1630000000	
4.4080000000	4.2720000000	3.9530000000	
6.3360000000	6.7310000000	6.6490000000	

n = 1000000

1.3230000000	1.2630000000	1.1780000000	
2.6150000000	2.7370000000	2.7140000000	
1.6740000000	1.6260000000	1.6290000000	
0.9880000000	0.9970000000	0.8920000000	
1.1910000000	1.3940000000	1.1680000000	
1.5320000000	1.4730000000	1.3950000000	
2.4960000000	2.5770000000	2.3430000000	
4.5950000000	4.1870000000	3.8770000000	
8.0020000000	7.0220000000	7.0020000000	

reproducible

26.4320000000	25.7440000000	27.1010000000	
25.8360000000	24.9490000000	24.5680000000	
13.4040000000	13.3110000000	13.4040000000	
24.0710000000	30.6490000000	21.8780000000	
16.5560000000	16.0490000000	16.5040000000	
15.1140000000	14.7030000000	14.9120000000	
13.6640000000	13.3800000000	12.4050000000	
12.9820000000	13.5320000000	12.0340000000	
14.4880000000	13.9340000000	40.5450000000	

n = 10000000

12.1740000000	12.2270000000	12.1280000000	
29.6720000000	30.1210000000	27.7720000000	
15.6230000000	15.4680000000	15.4700000000	
8.5140000000	8.3820000000	8.3890000000	
9.9680000000	10.4890000000	10.1840000000	
9.2400000000	10.9090000000	10.0810000000	
8.8410000000	9.5990000000	8.6090000000	
10.8230000000	10.0880000000	16.1450000000	
15.3780000000	13.7660000000	15.8250000000	

reproducible

246.2180000000	246.9040000000	243.8250000000	
249.7990000000	248.2380000000	246.6620000000	
133.3260000000	132.2360000000	133.1690000000	
242.3790000000	220.1870000000	302.0140000000	
157.7090000000	155.9860000000	160.0030000000	
123.4910000000	110.0990000000	98.4980000000	
75.8490000000	101.6800000000	94.5620000000	
65.1720000000	87.0270000000	84.3370000000	
89.7520000000	84.5640000000	107.3630000000	

n = 100000000

122.2630000000	121.8720000000	122.1710000000	
270.7390000000	268.4270000000	269.2970000000	
151.1260000000	151.4370000000	151.6770000000	
80.9170000000	81.3110000000	81.0780000000	
96.1850000000	96.6870000000	96.5170000000	
74.4870000000	86.2440000000	92.3480000000	
65.2970000000	67.6620000000	74.0600000000	
74.8060000000	75.1210000000	76.4080000000	
81.2880000000	83.0370000000	83.4980000000	

reproducible

2449.4640000000	2448.8390000000	2444.0650000000	
2461.4310000000	2493.2930000000	2463.4090000000	
1335.4290000000	1324.7680000000	1327.4380000000	
2386.3710000000	3029.2010000000	2204.0620000000	
1562.9370000000	1563.7670000000	1591.3120000000	
1049.0340000000	1004.7220000000	3092.6710000000	
650.2890000000	663.2230000000	798.1630000000	
626.5710000000	600.8970000000	548.7540000000	
592.4700000000	637.8510000000	588.1930000000	

maxabs(e) = 10

12.1230000000	12.1390000000	12.1550000000	
26.9810000000	26.9130000000	27.9300000000	
15.3380000000	15.1210000000	15.2150000000	
8.3520000000	8.3300000000	8.2990000000	
10.2850000000	10.1510000000	9.7960000000	
9.9550000000	9.8660000000	9.7940000000	
11.9550000000	9.0080000000	8.8950000000	
11.7580000000	10.5290000000	10.4720000000	
13.6250000000	13.4360000000	13.7670000000	

reproducible

246.6470000000	244.9180000000	248.2310000000	
247.0590000000	245.3940000000	245.5510000000	
140.8630000000	131.8190000000	132.4110000000	
238.7840000000	220.5100000000	303.9550000000	
157.2560000000	156.0680000000	159.7700000000	
122.1220000000	130.0640000000	112.3050000000	
103.5200000000	92.9170000000	117.1810000000	
102.1210000000	100.6050000000	80.4790000000	
83.8020000000	91.5110000000	81.8800000000	

maxabs(e) = 25

12.1340000000	12.2190000000	12.1740000000	
27.1950000000	26.8900000000	26.8350000000	
15.2320000000	15.3450000000	15.3120000000	
8.4760000000	8.4920000000	8.4980000000	
10.2620000000	9.9950000000	9.9290000000	
9.3060000000	9.2840000000	9.1500000000	
8.8380000000	9.5200000000	9.5390000000	
10.5350000000	10.9670000000	10.2930000000	
12.8710000000	13.0980000000	12.9480000000	

reproducible

247.5280000000	240.9270000000	241.3550000000	
242.4900000000	241.3670000000	242.6730000000	
131.7150000000	131.6580000000	136.7780000000	
248.6860000000	315.0090000000	230.4000000000	
163.4870000000	162.7730000000	166.3310000000	
136.5370000000	135.7390000000	122.1900000000	
90.3630000000	95.8390000000	76.8120000000	
115.0190000000	84.1210000000	84.1320000000	
93.6920000000	87.0670000000	91.8880000000	

maxabs(e) = 40

12.1210000000	12.1670000000	12.1420000000	
26.7670000000	26.7020000000	26.9890000000	
15.1370000000	15.1400000000	15.1540000000	
8.2840000000	8.4170000000	8.2030000000	
9.9880000000	10.0630000000	9.9180000000	
9.3900000000	10.6340000000	8.3190000000	
9.9000000000	8.7360000000	9.3390000000	
11.6720000000	12.3890000000	10.8250000000	
14.2510000000	13.5960000000	13.4000000000	

reproducible

250.2380000000	242.3430000000	243.1870000000	
242.9820000000	243.0310000000	244.0160000000	
131.7260000000	131.9180000000	133.4610000000	
247.0590000000	225.8520000000	303.5190000000	
162.2790000000	156.1510000000	161.5760000000	
121.6730000000	104.5840000000	102.3170000000	
112.9300000000	105.6940000000	78.7510000000	
103.7820000000	98.6050000000	117.5810000000	
99.6410000000	86.6770000000	77.7780000000	

maxabs(e) = 55

12.1540000000	12.1740000000	12.1500000000	
27.4270000000	27.0300000000	26.9240000000	
15.4360000000	15.2720000000	15.2980000000	
8.5010000000	8.4760000000	8.3460000000	
10.2320000000	10.1360000000	10.1300000000	
9.9340000000	9.7390000000	9.3550000000	
8.8140000000	8.6960000000	9.5640000000	
11.3850000000	10.6240000000	11.1610000000	
13.1190000000	13.7480000000	14.4150000000	

reproducible

245.0890000000	241.8250000000	242.4890000000	
244.2260000000	262.6180000000	248.5830000000	
135.9770000000	134.3360000000	133.4030000000	
248.2670000000	304.5140000000	227.2490000000	
163.9560000000	158.2290000000	161.2470000000	
112.0260000000	125.6580000000	103.8830000000	
100.6830000000	105.6480000000	93.5890000000	
79.9040000000	98.3080000000	93.4970000000	
85.1160000000	89.7550000000	102.0070000000	

maxabs(e) = 70

12.1840000000	12.2110000000	12.1580000000	
27.0100000000	27.0080000000	26.9990000000	
